Name,Tier,Color,Games Played,Wins,Losses,Win Rate,Conservative Rating,Mean,StdDev,Turns to Win,Turns to Lose
J25 Angels 1,S,W,5197,3209,1988,0.617471618241293,5.198732542819533,8.034443228042747,0.9452368950744048,18.678716110937987,19.377766599597585
J25 Soaring 2,S,U,5168,3094,2074,0.5986842105263158,5.563259302321785,8.39688842510499,0.944543040927735,18.063025210084035,18.404050144648025
J22 Merfolk 2,S,U,5055,3014,2041,0.5962413452027695,4.023428206905034,6.836271657409284,0.9376144835014167,17.66058394160584,18.90543851053405
J25 Enchanted 3,S,W,5198,3050,2148,0.5867641400538669,4.028860362437737,6.849879286986248,0.9403396415161703,19.945901639344264,20.016294227188084
JMP Discarding 1,S,B,5232,3047,2185,0.5823776758409785,4.106432008729493,6.930460722334086,0.941342904534864,19.32851985559567,18.86178489702517
J25 Stalwart 1,S,W,5132,2987,2145,0.5820342946219798,4.314861914633856,7.1415190900435945,0.9422190584699128,19.217944425845328,19.55944055944056
JMP Tree Hugging 4,S,G,5201,3019,2182,0.5804652951355509,3.6951289913570977,6.510486196141709,0.9384524015948705,19.69592580324611,18.814390467461045
J25 Prideful,S,W,5061,2937,2124,0.5803200948429165,4.162420725284216,6.996964147769944,0.9448478074952428,17.698331630915902,20.094161958568737
J25 Armed 2,S,W,5179,2993,2186,0.577910793589496,3.9970532629617805,6.817268234377508,0.9400716571385759,18.986969595723355,19.060841720036596
J25 Vampires 4,A,B,5181,2978,2203,0.5747925110982436,4.150242289500477,6.980798781672906,0.9435188307241429,20.964405641370046,20.501588742623696
JMP Dinosaurs 1,A,G,5116,2900,2216,0.5668491008600469,3.4137420297119623,6.232334068977913,0.9395306797553169,18.04551724137931,18.813628158844764
J25 Icky 2,A,B,5278,2928,2350,0.5547555892383479,3.4374344214027017,6.250992397487302,0.9378526586948667,19.528346994535518,19.228510638297873
J25 Landfall 3,A,G,5242,2881,2361,0.5495993895459749,4.757364084270144,7.584103648102609,0.9422465212774885,17.524470669906282,18.447691656077932
JMP Goblins 3,A,R,5155,2797,2358,0.5425800193986421,3.0282351537022096,5.842158322238667,0.9379743895121525,17.06614229531641,18.55640373197625
J25 Grave Robbers 4,A,B,4976,2675,2301,0.53758038585209,2.7517819012123823,5.569223467087543,0.9391471886250535,20.032523364485982,19.387657540199914
J22 Rats,B,B,5254,2759,2495,0.5251237152645604,4.870167141634228,7.691453288547571,0.940428715637781,19.5777455599855,19.280961923847695
J22 Ferocious 4,B,G,5263,2719,2544,0.516625498764963,2.9493066570658097,5.767458606339101,0.9393839830910972,18.453475542478852,18.42374213836478
J25 Illusions,B,U,5120,2639,2481,0.5154296875,2.3878367568372516,5.208717196834829,0.9402934799991925,19.01250473664267,18.488109633212414
JMP Garruk,B,G,5194,2663,2531,0.5127069695802849,3.4137568325020866,6.228227100155522,0.9381567558844783,18.647765677806984,18.783089687870408
J22 Blink 4,B,W,5278,2695,2583,0.5106100795755968,2.6199746688325707,5.439522125136303,0.9398491521012442,20.6734693877551,19.659698025551684
J22 Demons 2,B,B,5154,2624,2530,0.5091191307722157,3.0299516742736623,5.841197403363694,0.9370819096966772,18.040396341463413,18.548221343873518
JMP Feathered Friends 3,B,W,5149,2614,2535,0.5076713925033988,3.0278804644385042,5.843425293623589,0.938514943061695,20.273909716908953,19.616173570019726
J25 Nefarious,B,U,5263,2620,2643,0.49781493444803343,1.943510642577161,4.7676016893689415,0.9413636822639267,18.874809160305343,18.30571320469164
J22 Multi-Headed 2,B,G,5212,2589,2623,0.49673829623944743,2.9590254535903187,5.774944474198492,0.9386396735360576,17.75782155272306,17.958063286313383
JMP Heavily Armored 3,B,W,5139,2549,2590,0.49601089706168516,3.5429666430406193,6.363674274781182,0.9402358772468543,20.099646920360925,19.495366795366795
JMP Doctor 1,B,W,5166,2562,2604,0.4959349593495935,2.7791017787860834,5.597017056587596,0.9393050926005042,20.50312256049961,21.322580645161292
J25 Explorers 1,C,G,5255,2587,2668,0.4922930542340628,2.8199244625445647,5.633442588585346,0.9378393753469272,18.706996521066873,19.27173913043478
J25 Bloody 2,C,R,5268,2565,2703,0.4869020501138952,1.3748728183171721,4.200918467887327,0.9420152165233849,18.251851851851853,18.724010358860525
J22 Vehicles,C,W,5295,2561,2734,0.48366383380547684,2.6523944270095874,5.460879717408169,0.9361617634661937,18.730964467005077,18.806510607168985
JMP Teferi,C,U,5123,2465,2658,0.48116338083154403,2.36109876338667,5.172854241511693,0.9372518260416745,19.816227180527385,18.458615500376222
